,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,label,party,district_code
5913,RohitYadav_SP,935377423830417408,Rohit Singh Yadav روہت سنگھ یاد 🇮🇳,"।।बैकवर्ड हिंदू।। Socialist youth leader 
Reading is My passion",False,2017-11-28T05:18:51+00:00,1061,854,6317,41840,,sp,FTH
5916,an_tyagi,140365193,Anurag Tyagi,"Software architect by profession. AAP volunteer by Passion. Area of interest are politics, agriculture, history & religion.",False,2010-05-05T09:19:08+00:00,2437,918,39627,12939,,aap,GZB
5918,DhananjaySLN,1238381571469541376,Dhananjay Shukla,"District President Social Meadia Sultanpur Congress , Social Worker",False,2020-03-13T08:29:23+00:00,2317,2053,76423,92504,,inc,SUL
5919,pracharak_naman,3091892438,नमन सिंह,"जिला प्रचारक,
परशुरामपुरी(शाहजहाँपुर) (RSS)",False,2015-03-17T02:22:35+00:00,1839,470,4048,17279,,bjp,SHJ
5921,shanyaduvanshi5,837545024703221760,Shan yaduvanshi,"महानगर अध्यक्ष यूथ ब्रिगेड समाजवादी पार्टी इलाहाबाद. (ग्राम प्रधान)
9415733093",False,2017-03-03T06:07:49+00:00,1373,807,946,5803,,sp,ALH
5924,navinbjpupmedia,1007837491968307202,Navin Srivastava,"भाजपा कार्यकर्ता, प्रदेश  सह मीडिया संपर्क प्रमुख",False,2018-06-16T04:09:17+00:00,2905,518,7975,46866,,bjp,LCK
5926,sumityadavrajaa,2397468361,Sumit Yadav Raja,"प्रदेश सचिव, समाजवादी युवजन सभा , उत्तर प्रदेश                           

169 बीकेटी विधानसभा क्षेत्र ,लखनऊ ,
समाजवादी पार्टी ,उत्तर प्रदेश
#समाजसेवी #किसान",False,2014-03-19T07:49:04+00:00,14138,7358,12548,57366,,sp,LCK
5928,advsunilkyadav,1113112195141959681,SUNIL KUMAR YADAV,"नि.प्रदेश कार्यकारिणी सदस्य, युवजन सभा, @samajwadiparty उ. प्र.,
प्रदेश अध्यक्ष, फेडरेशन ऑफ लायर्स फ़ॉर जस्टिस, उ.प्र. @Flj4India @yadavakhilesh @RajeevRai",False,2019-04-02T16:13:22+00:00,1224,1669,1591,2668,,sp,LCK
5929,imssy101011,151170251,Sanjay yadav,"Student & Social work,
छात्रनेता- लखनऊ विश्वविद्यालय, लखनऊ
पूर्व प्रदेश सचिव- समाजवादी युवजन सभा, समाजवादी पार्टी🚲🇧🇾",False,2010-06-02T19:44:20+00:00,589,377,1388,8648,,sp,GZP
5931,ONLYGOPALGAUR,183140964,GOPAL GAUR,मण्डल अध्यक्ष महाराणा प्रताप मण्डल । भाजपा नोएडा महानगर,False,2010-08-26T07:09:14+00:00,797,605,1698,10655,,bjp,GON
5934,PrateekKsmb,951395418172112896,प्रतीक जायसवाल,"जिला महामंत्री भाजपा पिछड़ा मोर्चा कौशांबी
पूर्व जिला उपाध्यक्ष भारतीय जनता युवा मोर्चा कौशांबी",False,2018-01-11T10:08:38+00:00,655,801,760,4722,,bjp,KAU
5935,Dinesh_Spatel,753196646,Dinesh Singh Patel,"State General Secretary 
AAP Uttar Pradesh.",False,2012-08-12T14:23:14+00:00,4636,436,7925,28924,,aap,ALH
5938,KalpanaJitendra,1397781882993995776,Kalpana Jitendra Sonkar,"पत्नी @jitendrabjp38 , 
जिला पंचायत अध्यक्ष कौशाम्बी,
भाजपा जिला संयोजिका महिला मोर्चा कौशाम्बी,",False,2021-05-27T05:09:54+00:00,476,84,660,2667,,bjp,KAU
5941,KuldeepThakur97,1289143024715325440,Kuldeep Thakur🇮🇳,"Circle voice president BJP Mundhapndey, Moradabad Uttar Pradesh @RSSorg @bjp4india @abvpvoice",False,2020-07-31T10:17:15+00:00,6042,1393,1648,2872,,bjp,MOR
5943,ItsAshu15,1253000975570198529,आशुतोष मिश्रा ‘आशु’,"||CONVENER I०T० CELL(BJP)||
||VICE PRESIDENT (RVYV)||
||PMJKYअध्यक्ष||संयोजक भाजपा I T विभाग||
||अंतररष्ट्रीय ब्राह्मण महासभा प्रदेश उपा०||
||जय श्री राम||🚩🚩",False,2020-04-22T16:41:44+00:00,394,351,1993,877,,bjp,CHD
5949,Pradeep30036806,1218436137737318400,Pradeep keshari,समाजसेवक शाह शक्ति युवा मोर्चा जिला अध्यक्ष चन्दौली भारतीय जनता पार्टी आईटी विभाग सदस्य कार्यकर्ता सम्पर्क करें 9118751215,False,2020-01-18T07:33:18+00:00,61,559,21,144,,bjp,CHD
5950,mohdasifsp,1048669369,Mohd Asif Samajwadi,"Ex. State Secretary
Mulayam Singh Yadav Youth Brigade,
@SamajwadiParty.
father of two daughters, Servant of Peoples and Son of Nation.",False,2012-12-30T19:37:29+00:00,601,858,529,3315,,sp,LCK
5951,santoshbjpym,772096321817829376,Santosh Jaiswal,"सन्तोष जायसवाल राजन 
प्रदेश प्रमुख (शोध विभाग)
भारतीय जनता युवा मोर्चा उत्तर प्रदेश



राष्ट्रीय अध्यक्ष 
जायसवाल युवा क्लब",False,2016-09-03T15:38:02+00:00,2809,3114,2670,11370,,bjp,LCK
5955,BrandHrishabh,1211526020076933120,राष्ट्रवादी ऋषभ शुक्ल,"कट्टर हिंदूवादी
 जय हिन्द 🌹
      जय भारत
             बंदे मातरम्‌
जय जवान जय किसान 🙏🙏🙏

बीजेपी के दिशा निर्देश पे कार्यरत  Work for BJP",False,2019-12-30T05:54:59+00:00,2193,2394,7805,27660,,bjp,ALH
5956,sunilnishadbjp,768065411254542336,Sunil Nishad,"जिला पंचायत सदस्य पूर्व मंडल अध्यक्ष विधानसभा 336 रुद्रपुर देवरिया 
Mandal president 336 Rudrapur Deoria up",False,2016-08-23T12:40:38+00:00,420,1021,3903,45326,,bjp,GOR
5957,atalprashant,875567138559283204,Prashant Singh Atal,"#Advocate, Chief standing Counsel- UP ,Senior Counsel-Government Of India, Convener #BJP UP,Legal Cell. Co-Chairman-Bar Council of UP",False,2017-06-16T04:14:07+00:00,2252,1031,3565,3539,,bjp,LCK
5958,chiragsingh512,3315638298,Chirag singh parmar,"Spokesperson , Indian Youth Congress |  District President ,Shajapur Congress committee (Booth management dept.) |
Co-Incharge,Young india ke bol 2020 & 21",False,2015-08-15T06:07:30+00:00,1031,1185,6083,11852,,inc,HAP
5959,avi13oct,1392820682,Aviral Jain(Romil),"नगर महामंत्री भारतीय जनता पार्टी जायस अमेठी,
जिला महामंत्री अमेठी(MMA PM)",False,2013-04-30T19:04:56+00:00,158,172,810,1530,,bjp,AMT
5960,YogeshShuklaSLN,861969051857305600,योगेश शुक्ला Yogesh Shukla SLN,"सिंचनेन समृद्धि: भवति: , जल ही जीवन है। ,

Stenographer Irrigation And Water Resources Department In Utter Pradesh",False,2017-05-09T15:40:11+00:00,1804,1150,42073,48718,,inc,LCK
5961,veeruchauhan99,809558452871823360,Veer Bahadur Chauhan Veeru,"विधानसभा संयोजक - जहूराबाद भाजपा सोशल मीडिया विभाग, एवं सदस्य सोशल मीडिया विभाग गाजीपुर- उ0प्र0",False,2016-12-16T00:39:10+00:00,2172,2369,15536,18580,,bjp,GZP
5962,khan_sunnu,1218794424492163072,Azam Khan,"Realsta Business

समाजवादी पार्टी छात्र सभा उन्नाव उत्तर प्रदेश",False,2020-01-19T07:17:11+00:00,535,3345,1715,0,,sp,UNN
5964,Ashasingh07,737488312881946625,Thakur Asha Singh,जिला उपाध्यक्ष भारतीय जनता पार्टी अलीगढ़ उ० प्र०,False,2016-05-31T03:38:10+00:00,953,911,1251,1817,,bjp,ALG
5966,Kulvind06233259,1167788694813720576,Kulvinder Gill,सचिव उत्तर प्रदेश किसान कांग्रेस कमेटी,False,2019-08-31T13:18:34+00:00,60,333,169,64,,inc,PIL
5968,kuberdindor,934029767174635520,Dr. Kuber Dindor,"Minister of State for Higher & Technical Education and Legislative & Parliamentary Affairs, Government of Gujarat",True,2017-11-24T12:03:44+00:00,3096,169,3441,1162,,bjp,RAM
5970,ramdeep_sharma,1154982049058455557,Ramdeep Sharma,"जिला मीडिया प्रभारी
आल बीटीसी वेलफेयर एसोसिएशन बस्ती उत्तर प्रदेश
विधानसभा उपाध्यक्ष (कप्तानगंज 308)-PMJKY BASTI UP
बीजेपी आईटी सेल -बस्ती",False,2019-07-27T05:09:13+00:00,2986,3487,1815,34174,,bjp,BAS
5972,PuneetRajSharm1,1076839903495929856,Puneet Raj Sharma,District President Youth Congress,False,2018-12-23T14:00:14+00:00,148,101,159,57,,inc,KNN
5976,mukeshsharma__,1244623323280977921,Mukesh Sharma,"अध्यक्ष - भारतीय जनता पार्टी, लखनऊ महानगर",False,2020-03-30T13:51:55+00:00,857,96,1972,4518,,bjp,LCK
5977,AjeetKu75503662,1202136773607878656,Ajeet Kumar Patel,"प्रदेश उपाध्यक्ष  राष्ट्र्वादी कांग्रेस पार्टी @ncp उत्तर-प्रादेश लखनऊ भारत।
पूर्व लोकसभा प्रत्याशी 52 इलाहाबाद लोकसभा क्षेत्र प्रयागराज उत्तर-प्रदेश भारत।",False,2019-12-04T08:05:37+00:00,432,4922,3168,3922,,inc,ALH
5978,Awanish_Singh,178276125,Awanish Kumar Singh,"सदस्य विधान परिषद्, लखनऊ खण्ड-स्नातक-उत्तर प्रदेश, अध्यक्ष क्रीड़ा भारती-उत्तर प्रदेश",True,2010-08-14T09:21:45+00:00,6623,410,6462,6973,,bjp,LCK
5983,yadavravindra01,737944103934144512,रविन्द्र यादव (गुड्डू) पूर्व विधानसभा अध्यक्ष 369,"young leader at samajwadi Party🇧🇾Believe in socialism 🚴‍♂️Proud to be Akhileshian🙏🏻
रोटी कपड़ा सस्ती हो, दवा पढ़ाई मुफ्ती हो।।विधानसभा अध्यक्ष यूथ ब्रिगेड।।",False,2016-06-01T09:49:19+00:00,109,318,293,3221,,sp,JNP
5984,anuj4ayodhya,2329733696,Anuj Srivastava,"| Vibhag Organization Secretary , ABVP  | General Secretary Student Union, Saket Pg College Ayodhya (2015-16) |",False,2014-02-06T04:15:55+00:00,2943,180,4734,9170,,bjp,LCK
5985,SukhpalYadav8,284897404,Sukhpal Yadav,"राष्ट्रीय कार्यकारिणी सदस्य
युवजन सभा समाजवादी पार्टी",False,2011-04-20T04:53:58+00:00,310,1415,522,374,,sp,LCK
5986,PratimaSinghINC,771047262264791040,Pratima Singh,General Secretary All India Mahila Congress | Ex-President Uttar Pradesh Mahila Congress Committee | Member All India Congress Committee.,False,2016-08-31T18:09:27+00:00,812,227,1117,2704,,inc,ALG
5988,Amanpal22628247,1431909179665498113,Aman pal(समाजवादी),जिला सचिव समाजवादी लोहिया वाहिनी कन्नौज,False,2021-08-29T09:19:15+00:00,173,142,64,189,,sp,KAN
5989,PhulbadanT,1410885525666369536,Phulbadan Tiwari || फुलबदन तिवारी,कांग्रेस नेता 361 नगर विधानसभा बलिया उत्तर प्रदेश✋,False,2021-07-02T08:58:39+00:00,69,91,1486,1508,,inc,BAL
5990,bhupendrapiyush,1245893820471857152,भूपेंद्र श्रीवास्तव पीयूष,"पूर्व छात्र संघ अध्यक्ष प्र. इलाहाबाद विश्वविद्यालय सी.एम.पी, 
मंत्री - प्रयाग अधिवक्ता संघ (इलाहाबाद)
262 शहर उत्तरी विधानसभा प्रयागराज",False,2020-04-03T02:00:27+00:00,603,1311,598,336,,sp,ALH
5991,akshukla626,700912482039103488,Ashish Kant Shukla,"देशभक्त पार्टी का कार्यकर्ता
IT Cell",False,2016-02-20T05:18:52+00:00,351,418,4913,4093,,bjp,VAR
5992,IncNavneet,1001073025,Navneet chaudhary INC,"प्रदेशमहासचिव  उत्तरप्रदेश कांग्रेस  पिछड़ा विभाग कांग्रेस नेता 359 विधानसभा सिकंदरपुर बलिया उत्तरप्रदेश
9452236100",False,2012-12-10T06:29:10+00:00,7299,6592,1070,8247,,inc,BAL
5995,sanjeevrajabjp,713606853490376704,Sanjeev Raja,"Member of Legislative Assembly, Aligarh. सदर विधायक अलीगढ़, (उ.प्र)।",True,2016-03-26T06:01:46+00:00,2285,262,831,9074,,bjp,ALG
6000,YP_Azm,1083245731773861888,Yogendra Pratap Yadav,आजमगढ़ उत्तर प्रदेश(MBA IN मार्केटिंग मैनेजमेंट & इंटरनेशनल बिजनेश (वरिष्ठ मूल्यांकनकर्ता टीम स्वच्छ भारत मिशन)(सोशल मीडिया स्ट्रेटजिस्ट समाजवादी पार्टी),False,2019-01-10T06:14:42+00:00,2992,3370,535,1535,,sp,LCK
